TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
358.400,-3.952382E+006,-1.804321E+006,4.723671E+006,1194.47,51.4150,1.182471E+006,169860.,4143.72,12.0434,-0.129515,6.571691E-014,2.41224,-8.65340,193.972,12.5644
358.500,-3.952707E+006,-1.804395E+006,4.723435E+006,1194.88,51.4608,1.182874E+006,169924.,4143.54,12.0292,-0.128761,7.232722E-014,2.39815,-8.66630,193.972,12.5638
358.600,-3.953031E+006,-1.804469E+006,4.723200E+006,1195.29,51.5064,1.183278E+006,169987.,4143.36,12.0152,-0.128014,7.051873E-014,2.38418,-8.67917,193.972,12.5633
358.700,-3.953356E+006,-1.804542E+006,4.722964E+006,1195.69,51.5520,1.183681E+006,170051.,4143.18,12.0013,-0.127273,6.496011E-014,2.37031,-8.69203,193.971,12.5627
358.800,-3.953680E+006,-1.804616E+006,4.722728E+006,1196.10,51.5975,1.184085E+006,170115.,4143.00,11.9874,-0.126537,6.108805E-014,2.35656,-8.70487,193.971,12.5622
358.900,-3.954004E+006,-1.804689E+006,4.722491E+006,1196.51,51.6429,1.184488E+006,170178.,4142.82,11.9737,-0.125808,6.471151E-014,2.34291,-8.71769,193.971,12.5617
359.000,-3.954329E+006,-1.804763E+006,4.722255E+006,1196.92,51.6882,1.184892E+006,170242.,4142.64,11.9601,-0.125084,6.545176E-014,2.32937,-8.73050,193.970,12.5611
359.100,-3.954653E+006,-1.804836E+006,4.722019E+006,1197.33,51.7333,1.185295E+006,170305.,4142.46,11.9466,-0.124365,6.151627E-014,2.31594,-8.74329,193.970,12.5606
359.200,-3.954977E+006,-1.804910E+006,4.721782E+006,1197.74,51.7784,1.185699E+006,170369.,4142.29,11.9333,-0.123653,6.946669E-014,2.30261,-8.75606,193.970,12.5600
359.300,-3.955301E+006,-1.804983E+006,4.721546E+006,1198.14,51.8235,1.186102E+006,170432.,4142.11,11.9200,-0.122946,6.251565E-014,2.28939,-8.76882,193.970,12.5595
359.400,-3.955625E+006,-1.805057E+006,4.721309E+006,1198.55,51.8684,1.186506E+006,170496.,4141.93,11.9068,-0.122244,6.843637E-014,2.27627,-8.78156,193.969,12.5590
359.500,-3.955948E+006,-1.805130E+006,4.721073E+006,1198.96,51.9132,1.186909E+006,170559.,4141.76,11.8937,-0.121548,6.564760E-014,2.26325,-8.79428,193.969,12.5584
359.600,-3.956272E+006,-1.805203E+006,4.720836E+006,1199.37,51.9579,1.187313E+006,170623.,4141.59,11.8807,-0.120857,6.575304E-014,2.25033,-8.80699,193.969,12.5579
359.700,-3.956596E+006,-1.805277E+006,4.720599E+006,1199.78,52.0025,1.187716E+006,170687.,4141.41,11.8679,-0.120173,6.728112E-014,2.23756,-8.81968,193.968,12.5575
359.800,-3.956920E+006,-1.805350E+006,4.720362E+006,1200.19,52.0471,1.188119E+006,170750.,4141.24,11.8558,-0.119518,6.349900E-014,2.22552,-8.83236,193.968,12.5591
359.900,-3.957243E+006,-1.805423E+006,4.720125E+006,1200.59,52.0915,1.188523E+006,170814.,4141.07,11.8438,-0.118868,6.679986E-014,2.21356,-8.84502,193.968,12.5606
360.000,-3.957567E+006,-1.805496E+006,4.719888E+006,1201.00,52.1359,1.188926E+006,170877.,4140.89,11.8319,-0.118222,6.492632E-014,2.20169,-8.85767,193.968,12.5621
360.100,-3.957890E+006,-1.805570E+006,4.719651E+006,1201.41,52.1801,1.189330E+006,170941.,4140.72,11.8200,-0.117581,6.400065E-014,2.18990,-8.87030,193.967,12.5637
360.200,-3.958213E+006,-1.805643E+006,4.719414E+006,1201.82,52.2243,1.189733E+006,171004.,4140.55,11.8082,-0.116945,6.204375E-014,2.17820,-8.88292,193.967,12.5652
360.300,-3.958536E+006,-1.805716E+006,4.719177E+006,1202.23,52.2684,1.190136E+006,171068.,4140.38,11.7966,-0.116313,5.677351E-014,2.16658,-8.89552,193.967,12.5667
360.400,-3.958860E+006,-1.805789E+006,4.718939E+006,1202.63,52.3124,1.190540E+006,171132.,4140.21,11.7850,-0.115685,6.161787E-014,2.15505,-8.90811,193.966,12.5683
360.500,-3.959183E+006,-1.805862E+006,4.718702E+006,1203.04,52.3563,1.190943E+006,171195.,4140.04,11.7734,-0.115063,6.550035E-014,2.14359,-8.92068,193.966,12.5698
360.600,-3.959506E+006,-1.805935E+006,4.718464E+006,1203.45,52.4001,1.191346E+006,171259.,4139.87,11.7620,-0.114444,5.644546E-014,2.13222,-8.93324,193.966,12.5713
360.700,-3.959829E+006,-1.806008E+006,4.718226E+006,1203.86,52.4438,1.191750E+006,171322.,4139.71,11.7506,-0.113830,5.907439E-014,2.12093,-8.94579,193.966,12.5729
360.800,-3.960151E+006,-1.806081E+006,4.717989E+006,1204.27,52.4874,1.192153E+006,171386.,4139.54,11.7394,-0.113221,6.234629E-014,2.10971,-8.95832,193.965,12.5744
360.900,-3.960474E+006,-1.806154E+006,4.717751E+006,1204.67,52.5309,1.192556E+006,171450.,4139.37,11.7282,-0.112616,6.001555E-014,2.09858,-8.97084,193.965,12.5759
361.000,-3.960797E+006,-1.806227E+006,4.717513E+006,1205.08,52.5743,1.192960E+006,171513.,4139.21,11.7171,-0.112015,5.981258E-014,2.08753,-8.98334,193.965,12.5774
361.100,-3.961119E+006,-1.806299E+006,4.717275E+006,1205.49,52.6177,1.193363E+006,171577.,4139.04,11.7060,-0.111418,5.928008E-014,2.07655,-8.99583,193.964,12.5789
361.200,-3.961442E+006,-1.806372E+006,4.717037E+006,1205.90,52.6609,1.193766E+006,171640.,4138.88,11.6951,-0.110826,5.984819E-014,2.06565,-9.00831,193.964,12.5805
361.300,-3.961764E+006,-1.806445E+006,4.716799E+006,1206.31,52.7041,1.194169E+006,171704.,4138.71,11.6842,-0.110238,6.204498E-014,2.05483,-9.02077,193.964,12.5820
361.400,-3.962087E+006,-1.806518E+006,4.716561E+006,1206.72,52.7471,1.194573E+006,171768.,4138.55,11.6734,-0.109654,5.510590E-014,2.04408,-9.03322,193.964,12.5835
361.500,-3.962409E+006,-1.806590E+006,4.716322E+006,1207.12,52.7901,1.194976E+006,171831.,4138.38,11.6626,-0.109074,5.460457E-014,2.03341,-9.04566,193.963,12.5850
361.600,-3.962731E+006,-1.806663E+006,4.716084E+006,1207.53,52.8330,1.195379E+006,171895.,4138.22,11.6520,-0.108498,5.582517E-014,2.02282,-9.05809,193.963,12.5865
361.700,-3.963054E+006,-1.806736E+006,4.715845E+006,1207.94,52.8758,1.195782E+006,171958.,4138.06,11.6414,-0.107926,6.098388E-014,2.01229,-9.07050,193.963,12.5880
361.800,-3.963376E+006,-1.806808E+006,4.715607E+006,1208.35,52.9185,1.196186E+006,172022.,4137.90,11.6309,-0.107359,5.610082E-014,2.00185,-9.08289,193.962,12.5895
361.900,-3.963698E+006,-1.806881E+006,4.715368E+006,1208.76,52.9611,1.196589E+006,172086.,4137.74,11.6205,-0.106795,5.422669E-014,1.99147,-9.09528,193.962,12.5910
362.000,-3.964020E+006,-1.806953E+006,4.715129E+006,1209.16,53.0036,1.196992E+006,172149.,4137.57,11.6101,-0.106235,5.531539E-014,1.98117,-9.10765,193.962,12.5925
362.100,-3.964341E+006,-1.807026E+006,4.714891E+006,1209.57,53.0461,1.197395E+006,172213.,4137.41,11.5998,-0.105680,5.367180E-014,1.97094,-9.12001,193.961,12.5940
362.200,-3.964663E+006,-1.807098E+006,4.714652E+006,1209.98,53.0884,1.197798E+006,172277.,4137.25,11.5896,-0.105128,5.797711E-014,1.96078,-9.13236,193.961,12.5955
362.300,-3.964985E+006,-1.807171E+006,4.714413E+006,1210.39,53.1307,1.198202E+006,172340.,4137.10,11.5794,-0.104580,5.488504E-014,1.95070,-9.14469,193.961,12.5970
362.400,-3.965307E+006,-1.807243E+006,4.714174E+006,1210.80,53.1728,1.198605E+006,172404.,4136.94,11.5694,-0.104036,5.409014E-014,1.94068,-9.15701,193.961,12.5985
362.500,-3.965628E+006,-1.807316E+006,4.713934E+006,1211.20,53.2149,1.199008E+006,172467.,4136.78,11.5594,-0.103496,5.196987E-014,1.93073,-9.16932,193.960,12.6000
362.600,-3.965950E+006,-1.807388E+006,4.713695E+006,1211.61,53.2569,1.199411E+006,172531.,4136.62,11.5494,-0.102959,5.558135E-014,1.92085,-9.18162,193.960,12.6015
362.700,-3.966271E+006,-1.807460E+006,4.713456E+006,1212.02,53.2988,1.199814E+006,172595.,4136.46,11.5395,-0.102427,5.702454E-014,1.91104,-9.19391,193.960,12.6030
