TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
785.200,-4.921555E+006,-2.485567E+006,3.266456E+006,3033.08,35.9868,3.032800E+006,-43228.4,3239.08,10.3241,-0.765612,9.96397,-8.41256,9.78166,198.640,10.4337
785.300,-4.921702E+006,-2.485640E+006,3.266180E+006,3033.41,35.9866,3.033122E+006,-43218.6,3238.67,10.3149,-0.765486,9.95492,-8.41892,9.79112,198.649,10.4324
785.400,-4.921849E+006,-2.485714E+006,3.265904E+006,3033.73,35.9865,3.033444E+006,-43208.7,3238.26,10.3058,-0.765361,9.94587,-8.42526,9.80058,198.657,10.4311
785.500,-4.921996E+006,-2.485787E+006,3.265628E+006,3034.05,35.9863,3.033766E+006,-43198.7,3237.85,10.2967,-0.765235,9.93683,-8.43158,9.81002,198.666,10.4298
785.600,-4.922143E+006,-2.485861E+006,3.265352E+006,3034.37,35.9862,3.034087E+006,-43188.6,3237.44,10.2876,-0.765109,9.92780,-8.43787,9.81945,198.675,10.4285
785.700,-4.922290E+006,-2.485934E+006,3.265076E+006,3034.69,35.9861,3.034409E+006,-43178.4,3237.03,10.2785,-0.764983,9.91877,-8.44415,9.82887,198.683,10.4272
785.800,-4.922438E+006,-2.486007E+006,3.264800E+006,3035.01,35.9859,3.034731E+006,-43168.1,3236.61,10.2695,-0.764858,9.90975,-8.45040,9.83827,198.692,10.4259
785.900,-4.922585E+006,-2.486080E+006,3.264525E+006,3035.34,35.9858,3.035052E+006,-43157.7,3236.20,10.2604,-0.764732,9.90073,-8.45662,9.84766,198.701,10.4245
786.000,-4.922732E+006,-2.486153E+006,3.264249E+006,3035.66,35.9856,3.035374E+006,-43147.3,3235.79,10.2514,-0.764605,9.89173,-8.46283,9.85704,198.709,10.4232
786.100,-4.922879E+006,-2.486226E+006,3.263973E+006,3035.98,35.9855,3.035696E+006,-43136.7,3235.38,10.2423,-0.764479,9.88273,-8.46900,9.86641,198.718,10.4219
786.200,-4.923026E+006,-2.486298E+006,3.263697E+006,3036.30,35.9854,3.036017E+006,-43126.1,3234.97,10.2333,-0.764353,9.87374,-8.47516,9.87575,198.727,10.4206
786.300,-4.923173E+006,-2.486371E+006,3.263422E+006,3036.62,35.9852,3.036339E+006,-43115.3,3234.56,10.2243,-0.764226,9.86476,-8.48129,9.88509,198.735,10.4193
786.400,-4.923320E+006,-2.486443E+006,3.263146E+006,3036.94,35.9851,3.036660E+006,-43104.5,3234.15,10.2153,-0.764100,9.85578,-8.48739,9.89441,198.744,10.4180
786.500,-4.923467E+006,-2.486516E+006,3.262871E+006,3037.26,35.9849,3.036981E+006,-43093.6,3233.74,10.2064,-0.763973,9.84682,-8.49346,9.90371,198.753,10.4167
786.600,-4.923614E+006,-2.486588E+006,3.262595E+006,3037.58,35.9848,3.037303E+006,-43082.5,3233.33,10.1974,-0.763846,9.83786,-8.49951,9.91299,198.761,10.4154
786.700,-4.923761E+006,-2.486660E+006,3.262319E+006,3037.91,35.9847,3.037624E+006,-43071.4,3232.92,10.1885,-0.763719,9.82892,-8.50553,9.92226,198.770,10.4140
786.800,-4.923909E+006,-2.486732E+006,3.262044E+006,3038.23,35.9846,3.037945E+006,-43060.2,3232.51,10.1796,-0.763592,9.81998,-8.51153,9.93151,198.778,10.4127
