TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
1272.90,-5.275640E+006,-2.742431E+006,2.324623E+006,4074.24,8.84583,4.074240E+006,-255.270,1478.71,57.1931,-26.9864,2.693394E-012,49.0333,-59.0068,187.710,4.85689
1273.00,-5.275553E+006,-2.742422E+006,2.324501E+006,4074.32,8.72508,4.074325E+006,-251.075,1476.43,57.2776,-27.3248,2.751095E-012,49.0333,-59.1654,187.709,4.84118
1273.10,-5.275466E+006,-2.742413E+006,2.324378E+006,4074.41,8.60420,4.074409E+006,-246.908,1474.13,57.3637,-27.6633,2.577673E-012,49.0333,-59.3250,187.708,4.82544
1273.20,-5.275378E+006,-2.742403E+006,2.324257E+006,4074.49,8.48322,4.074493E+006,-242.770,1471.79,57.4513,-28.0019,2.477863E-012,49.0333,-59.4854,187.707,4.80967
1273.30,-5.275290E+006,-2.742394E+006,2.324135E+006,4074.58,8.36214,4.074577E+006,-238.662,1469.43,57.5404,-28.3403,2.929427E-012,49.0333,-59.6469,187.707,4.79387
1273.40,-5.275202E+006,-2.742384E+006,2.324014E+006,4074.66,8.24095,4.074660E+006,-234.582,1467.05,57.6310,-28.6786,2.897180E-012,49.0333,-59.8092,187.706,4.77804
1273.50,-5.275113E+006,-2.742375E+006,2.323894E+006,4074.74,8.11967,4.074742E+006,-230.532,1464.63,57.7230,-29.0167,2.958190E-012,49.0333,-59.9725,187.705,4.76217
1273.60,-5.275025E+006,-2.742365E+006,2.323774E+006,4074.82,7.99830,4.074824E+006,-226.511,1462.18,57.8174,-29.3570,2.760432E-012,49.0333,-60.1366,187.704,4.74627
1273.70,-5.274936E+006,-2.742355E+006,2.323655E+006,4074.91,7.87684,4.074905E+006,-222.519,1459.70,57.9659,-29.8413,2.556705E-012,49.0333,-60.3030,187.703,4.73032
1273.80,-5.274846E+006,-2.742345E+006,2.323536E+006,4074.99,7.75530,4.074986E+006,-218.557,1457.18,58.1190,-30.3292,2.823118E-012,49.0333,-60.4702,187.702,4.71428
1273.90,-5.274756E+006,-2.742336E+006,2.323418E+006,4075.07,7.63369,4.075066E+006,-214.624,1454.61,58.2768,-30.8207,3.123378E-012,49.0333,-60.6382,187.701,4.69817
1274.00,-5.274666E+006,-2.742326E+006,2.323300E+006,4075.15,7.51200,4.075146E+006,-210.721,1451.99,58.4393,-31.3157,2.558149E-012,49.0333,-60.8070,187.700,4.68197
1274.10,-5.274576E+006,-2.742316E+006,2.323183E+006,4075.22,7.39026,4.075225E+006,-206.847,1449.34,58.6064,-31.8140,2.586736E-012,49.0333,-60.9767,187.699,4.66569
1274.20,-5.274486E+006,-2.742306E+006,2.323066E+006,4075.30,7.26846,4.075303E+006,-203.004,1446.63,58.7783,-32.3156,2.644783E-012,49.0333,-61.1471,187.699,4.64934
1274.30,-5.274395E+006,-2.742296E+006,2.322949E+006,4075.38,7.14661,4.075381E+006,-199.190,1443.89,58.9548,-32.8203,2.615069E-012,49.0333,-61.3184,187.698,4.63289
1274.40,-5.274304E+006,-2.742285E+006,2.322834E+006,4075.46,7.02471,4.075458E+006,-195.407,1441.09,59.1360,-33.3281,2.897986E-012,49.0332,-61.4904,187.697,4.61637
1274.50,-5.274213E+006,-2.742275E+006,2.322719E+006,4075.53,6.90278,4.075535E+006,-191.654,1438.25,59.3219,-33.8387,2.703449E-012,49.0333,-61.6633,187.696,4.59976
1274.60,-5.274121E+006,-2.742265E+006,2.322604E+006,4075.61,6.78081,4.075611E+006,-187.931,1435.37,59.5123,-34.3521,2.824840E-012,49.0333,-61.8369,187.695,4.58307
1274.70,-5.274029E+006,-2.742255E+006,2.322490E+006,4075.69,6.65882,4.075686E+006,-184.239,1432.43,59.7074,-34.8681,2.979359E-012,49.0333,-62.0114,187.694,4.56629
1274.80,-5.273937E+006,-2.742244E+006,2.322376E+006,4075.76,6.53681,4.075761E+006,-180.577,1429.45,59.9070,-35.3867,2.980770E-012,49.0333,-62.1866,187.693,4.54942
1274.90,-5.273845E+006,-2.742234E+006,2.322263E+006,4075.84,6.41479,4.075835E+006,-176.946,1426.42,60.1111,-35.9075,3.092198E-012,49.0333,-62.3627,187.692,4.53248
1275.00,-5.273752E+006,-2.742224E+006,2.322150E+006,4075.91,6.29276,4.075909E+006,-173.345,1423.35,60.3196,-36.4306,2.902587E-012,49.0333,-62.5395,187.691,4.51544
1275.10,-5.273660E+006,-2.742213E+006,2.322039E+006,4075.98,6.17073,4.075982E+006,-169.776,1420.22,60.5325,-36.9557,2.917975E-012,49.0333,-62.7172,187.690,4.49832
1275.20,-5.273567E+006,-2.742203E+006,2.321927E+006,4076.05,6.04871,4.076054E+006,-166.237,1417.05,60.7498,-37.4827,3.063632E-012,49.0333,-62.8956,187.689,4.48112
1275.30,-5.273473E+006,-2.742193E+006,2.321816E+006,4076.13,5.92670,4.076126E+006,-162.729,1413.83,60.9713,-38.0115,3.212001E-012,49.0333,-63.0749,187.688,4.46382
1275.40,-5.273380E+006,-2.742182E+006,2.321706E+006,4076.20,5.80471,4.076197E+006,-159.252,1410.56,61.1969,-38.5418,2.763746E-012,49.0333,-63.2550,187.687,4.44645
1275.50,-5.273286E+006,-2.742172E+006,2.321596E+006,4076.27,5.68275,4.076268E+006,-155.807,1407.24,61.4266,-39.0734,2.944855E-012,49.0333,-63.4358,187.686,4.42898
1275.60,-5.273193E+006,-2.742161E+006,2.321487E+006,4076.34,5.56095,4.076338E+006,-152.384,1403.40,39.1406,-47.2311,-1.023992E-025,5.097952E-013,-59.2302,187.685,4.40994
